#Data from case M models
#Possible outcomes are contained in the 'result' column and are:
#    -ZAMS_L2_overflow: Contact at ZAMS would be deep enough to reach L2. Should merge.
#    -L2_overflow: Stars undergo deep contact reaching L2. Should merge.
#    -off_CHE: Rotational mixing is not efficient enough and one component evolves not chemichally homogeneous.
#    -PISN: One star in the system depletes helium inside the PISN range (60-130 Msun).
#    -double_BH: System should form double BHs (both stars deplete helium outside 60-130 Msun PISN range).
#    -convergence_error: Run did not complete due to convergence issues.
#    -missing_data: For misterious reasons the data for this model is missing/incomplete.
#The column had_contact specifies whether the system had a contact phase, it can have 3 values:
#    -0: No contact.
#    -1: Reached contact during the main sequence.
#    -2: System already at contact during ZAMS.
#Merge times and kerr parameters are provided assuming direct collapse. Even when a PISN is expected,
#these numbers are given due to possible uncertainties in the range for occurrence of PISN.
   log10(M_1i)(Msun)   qratio(M_2i/M_1i)           P_i(days)         metallicity              result         had_contact          M_1f(Msun)          M_2f(Msun)           P_f(days)     merge_time(Gyr)        Kerr_param_1        Kerr_param_2      he_core_mass_1       c_core_mass_1     total_mass_h1_1    total_mass_he4_1      he_core_mass_2       c_core_mass_2     total_mass_h1_2    total_mass_he4_2
               1.925               1.000               2.225        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.950               1.000               2.225        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.975               1.000               2.225        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.000               1.000               2.225        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.025               1.000               2.225        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.050               1.000               2.225        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.075               1.000               2.225        3.162278e-03           double_BH                   1        3.565092e+01        3.565092e+01        2.277298e+01        6.423133e+02        1.071660e-01        1.071660e-01        3.565098e+01        3.086898e+01        2.296916e-48        4.618290e-01        3.565092e+01        3.086898e+01        1.576928e-47        4.618117e-01
               2.100               1.000               2.225        3.162278e-03           double_BH                   0        3.588822e+01        3.588822e+01        2.549176e+01        8.581401e+02        1.008625e-01        1.008625e-01        3.588828e+01        3.109178e+01        2.236595e-48        4.616528e-01        3.588822e+01        3.109178e+01        8.874255e-51        4.616354e-01
               2.125               1.000               2.225        3.162278e-03           double_BH                   0        3.641211e+01        3.641211e+01        2.774366e+01        1.049798e+03        9.538578e-02        9.538578e-02        3.641217e+01        3.155434e+01        5.816995e-49        4.587280e-01        3.641211e+01        3.155434e+01        5.920806e-49        4.587105e-01
               2.150               1.000               2.225        3.162278e-03           double_BH                   0        3.701525e+01        3.701525e+01        3.005207e+01        1.264083e+03        9.008711e-02        9.008711e-02        3.701531e+01        3.213353e+01        1.475402e-49        4.554215e-01        3.701525e+01        3.213353e+01        1.903843e-50        4.554039e-01
               2.175               1.000               2.225        3.162278e-03           double_BH                   0        3.765866e+01        3.765866e+01        3.249198e+01        1.512540e+03        8.530808e-02        8.530808e-02        3.765872e+01        3.270075e+01        3.951210e-39        4.517408e-01        3.765866e+01        3.270075e+01        5.938688e-51        4.517230e-01
               2.200               1.000               2.225        3.162278e-03           double_BH                   0        3.828770e+01        3.828770e+01        3.516927e+01        1.817253e+03        8.125774e-02        8.125774e-02        3.828776e+01        3.328728e+01        8.848904e-36        4.483849e-01        3.828770e+01        3.328728e+01        1.072629e-40        4.483669e-01
               2.225               1.000               2.225        3.162278e-03           double_BH                   0        3.893878e+01        3.893878e+01        3.804745e+01        2.179262e+03        7.708044e-02        7.708044e-02        3.893885e+01        3.389785e+01        2.413733e-38        4.450352e-01        3.893878e+01        3.389785e+01        2.315095e-41        4.450170e-01
               2.250               1.000               2.225        3.162278e-03           double_BH                   0        3.956908e+01        3.956908e+01        4.134005e+01        2.647328e+03        7.363112e-02        7.363112e-02        3.956915e+01        3.446588e+01        1.814394e-52        4.420939e-01        3.956908e+01        3.446588e+01        3.174954e-77        4.420755e-01
               2.275               1.000               2.225        3.162278e-03           double_BH                   0        4.021925e+01        4.021925e+01        4.475594e+01        3.183882e+03        7.001294e-02        7.001294e-02        4.021932e+01        3.506158e+01        2.313614e-40        4.390301e-01        4.021925e+01        3.506158e+01        5.121083e-41        4.390117e-01
               2.300               1.000               2.225        3.162278e-03           double_BH                   1        4.084118e+01        4.084118e+01        4.851383e+01        3.847891e+03        6.687258e-02        6.687258e-02        4.084126e+01        3.565070e+01        2.197099e-43        4.362973e-01        4.084118e+01        3.565070e+01        7.650641e-36        4.362786e-01
               2.325               1.000               2.225        3.162278e-03           double_BH                   1        4.142124e+01        4.142124e+01        5.272413e+01        4.692437e+03        6.398991e-02        6.398991e-02        4.142131e+01        3.619107e+01        3.313027e-48        4.339314e-01        4.142124e+01        3.619107e+01        9.005120e-41        4.339126e-01
               2.350               1.000               2.225        3.162278e-03           double_BH                   1        4.211193e+01        4.211193e+01        5.697824e+01        5.614277e+03        6.186199e-02        6.186199e-02        4.211201e+01        3.683278e+01        3.118309e-41        4.311565e-01        4.211193e+01        3.683278e+01        6.473560e-41        4.311376e-01
               2.375               1.000               2.225        3.162278e-03           double_BH                   1        4.260017e+01        4.260017e+01        6.222202e+01        6.964830e+03        5.986378e-02        5.986378e-02        4.260025e+01        3.726383e+01        5.045319e-35        4.296024e-01        4.260017e+01        3.726383e+01        2.862526e-32        4.295833e-01
               2.400               1.000               2.225        3.162278e-03           double_BH                   2        4.334638e+01        4.334638e+01        6.716465e+01        8.295942e+03        5.781460e-02        5.781460e-02        4.334646e+01        3.797419e+01        5.518679e-36        4.268482e-01        4.334638e+01        3.797419e+01        5.775938e-32        4.268290e-01
               2.425               1.000               2.225        3.162278e-03           double_BH                   2        4.385720e+01        4.385720e+01        7.368021e+01        1.041388e+04        5.607929e-02        5.607929e-02        4.385728e+01        3.843439e+01        6.676269e-41        4.249087e-01        4.385720e+01        3.843439e+01        7.931902e-41        4.248898e-01
               2.450               1.000               2.225        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.475               1.000               2.225        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.500               1.000               2.225        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.525               1.000               2.225        3.162278e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.550               1.000               2.225        3.162278e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.575               1.000               2.225        3.162278e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.600               1.000               2.225        3.162278e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.625               1.000               2.225        3.162278e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.650               1.000               2.225        3.162278e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.675               1.000               2.225        3.162278e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.700               1.000               2.225        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.400               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.425               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.450               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.475               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.500               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.525               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.550               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.575               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.600               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.625               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.650               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.675               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.700               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.725               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.750               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.775               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.800               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.825               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.850               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.875               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.900               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.925               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.950               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.975               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.000               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.025               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.050               1.000               2.250        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.075               1.000               2.250        3.162278e-03           double_BH                   1        3.562395e+01        3.562395e+01        2.283859e+01        6.480764e+02        1.069208e-01        1.069208e-01        3.562401e+01        3.084495e+01        1.996383e-41        4.622490e-01        3.562395e+01        3.084495e+01        2.400092e-48        4.622317e-01
               2.100               1.000               2.250        3.162278e-03           double_BH                   0        3.599565e+01        3.599565e+01        2.564316e+01        8.674666e+02        1.002949e-01        1.002949e-01        3.599571e+01        3.119384e+01        4.719324e-49        4.609424e-01        3.599565e+01        3.119384e+01        7.819027e-50        4.609251e-01
               2.125               1.000               2.250        3.162278e-03           double_BH                   0        3.647983e+01        3.647983e+01        2.798129e+01        1.070626e+03        9.484689e-02        9.484689e-02        3.647989e+01        3.163554e+01        1.372300e-47        4.582810e-01        3.647983e+01        3.163554e+01        4.178424e-42        4.582635e-01
               2.150               1.000               2.250        3.162278e-03           double_BH                   0        3.709017e+01        3.709017e+01        3.030376e+01        1.288164e+03        8.952776e-02        8.952776e-02        3.709023e+01        3.219090e+01        1.592775e-39        4.549314e-01        3.709017e+01        3.219090e+01        1.336051e-47        4.549138e-01
               2.175               1.000               2.250        3.162278e-03           double_BH                   0        3.774340e+01        3.774340e+01        3.275289e+01        1.539368e+03        8.478555e-02        8.478555e-02        3.774347e+01        3.279187e+01        3.891414e-41        4.512664e-01        3.774340e+01        3.279187e+01        1.291377e-39        4.512486e-01
               2.200               1.000               2.250        3.162278e-03           double_BH                   0        3.840649e+01        3.840649e+01        3.539448e+01        1.838931e+03        8.086765e-02        8.086765e-02        3.840656e+01        3.341591e+01        3.937134e-46        4.477067e-01        3.840649e+01        3.341591e+01        4.530033e-41        4.476887e-01
               2.225               1.000               2.250        3.162278e-03           double_BH                   0        3.901716e+01        3.901716e+01        3.837779e+01        2.222622e+03        7.643575e-02        7.643575e-02        3.901723e+01        3.396592e+01        2.464064e-51        4.445705e-01        3.901716e+01        3.396592e+01        2.760556e-41        4.445524e-01
               2.250               1.000               2.250        3.162278e-03           double_BH                   0        3.962951e+01        3.962951e+01        4.174114e+01        2.709476e+03        7.302393e-02        7.302393e-02        3.962958e+01        3.453784e+01        3.200646e-67        4.417388e-01        3.962951e+01        3.453784e+01        3.245651e-52        4.417206e-01
               2.275               1.000               2.250        3.162278e-03           double_BH                   0        4.031330e+01        4.031330e+01        4.512262e+01        3.241275e+03        6.951419e-02        6.951419e-02        4.031338e+01        3.517560e+01        2.336185e-49        4.384646e-01        4.031330e+01        3.517560e+01        1.852938e-49        4.384461e-01
               2.300               1.000               2.250        3.162278e-03           double_BH                   0        4.089197e+01        4.089197e+01        4.902988e+01        3.949819e+03        6.673839e-02        6.673839e-02        4.089205e+01        3.569087e+01        4.194704e-32        4.359659e-01        4.089197e+01        3.569087e+01        8.537726e-46        4.359472e-01
               2.325               1.000               2.250        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.350               1.000               2.250        3.162278e-03           double_BH                   1        4.214370e+01        4.214370e+01        5.764861e+01        5.784880e+03        6.155294e-02        6.155294e-02        4.214378e+01        3.685517e+01        2.412960e-42        4.311599e-01        4.214370e+01        3.685517e+01        1.490308e-97        4.311409e-01
               2.375               1.000               2.250        3.162278e-03           double_BH                   1        4.275057e+01        4.275057e+01        6.260948e+01        7.039617e+03        5.947016e-02        5.947016e-02        4.275064e+01        3.740564e+01        7.645575e-41        4.290875e-01        4.275057e+01        3.740564e+01        1.216547e-41        4.290688e-01
               2.400               1.000               2.250        3.162278e-03           double_BH                   2        4.335665e+01        4.335665e+01        6.801845e+01        8.576764e+03        5.783489e-02        5.783489e-02        4.335673e+01        3.797419e+01        6.888047e-41        4.266860e-01        4.335665e+01        3.797419e+01        2.693179e-71        4.266668e-01
               2.425               1.000               2.250        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.450               1.000               2.250        3.162278e-03           double_BH                   2        4.446197e+01        4.446197e+01        8.045510e+01        1.286985e+04        5.414633e-02        5.414633e-02        4.446205e+01        3.899228e+01        5.139879e-32        4.226602e-01        4.446197e+01        3.899228e+01        8.713759e-41        4.226410e-01
               2.475               1.000               2.250        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.500               1.000               2.250        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.525               1.000               2.250        3.162278e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.550               1.000               2.250        3.162278e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.575               1.000               2.250        3.162278e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.600               1.000               2.250        3.162278e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.625               1.000               2.250        3.162278e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.650               1.000               2.250        3.162278e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.675               1.000               2.250        3.162278e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.700               1.000               2.250        3.162278e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.400               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.425               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.450               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.475               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.500               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.525               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.550               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.575               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.600               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.625               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.650               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.675               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.700               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.725               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.750               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.775               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.800               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.825               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.850               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.875               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.900               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.925               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.950               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.975               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.000               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.025               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.050               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.075               1.000               2.275        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
